Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,3.4600
2,,,4,60,-4,2,3.4200
3,,,6,140,-9,3,3.3750
4,,,16,340,71,4,1.7750
5,,,18,420,66,5,1.7300
6,,,20,500,61,6,1.6850
7,,,30,700,141,7,1.3150
8,,,33,850,121,8,0.8050
9,,,35,930,116,9,0.6100
10,,,36,980,111,10,0.4650
11,,,38,1060,106,11,0.3900
12,,,39,1110,101,12,0.3450
13,,,41,1140,99,13,0.3350
