Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,1,50,-5,1,2.9800
2,,,3,80,-7,2,2.9300
3,,,13,280,73,3,1.7300
4,,,15,360,68,4,1.6600
5,,,17,440,63,5,1.5900
6,,,19,520,58,6,1.5200
7,,,21,550,56,7,1.4700
8,,,24,700,36,8,1.4600
9,,,26,780,31,9,1.3900
10,,,36,980,111,10,0.4100
11,,,38,1010,109,11,0.3400
12,,,40,1090,104,12,0.3300
13,,,42,1120,102,13,0.3000
14,,,44,1150,100,14,0.2700
