Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,3.4600
2,,,12,230,78,2,1.8600
3,,,14,260,76,3,1.8200
4,,,16,340,71,4,1.7750
5,,,26,540,151,5,1.7050
6,,,28,620,146,6,1.5100
7,,,30,700,141,7,1.3150
8,,,29,800,131,8,1.0850
9,,,32,950,111,9,0.5750
10,,,34,980,109,10,0.4750
11,,,36,1060,104,11,0.4000
12,,,38,1090,102,12,0.3600
13,,,40,1120,100,13,0.3200
