Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,3.4550
2,,,12,280,75,2,1.8550
3,,,14,310,73,3,1.8150
4,,,24,510,153,4,1.8050
5,,,26,540,151,5,1.7050
6,,,27,590,146,6,1.5600
7,,,28,640,141,7,1.4150
8,,,29,690,136,8,1.2700
9,,,31,770,131,9,1.0750
10,,,33,800,129,10,0.9750
11,,,36,950,109,11,0.4650
12,,,37,1000,104,12,0.3200
13,,,38,1050,99,13,0.3050
