Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,2.9300
2,,,3,130,-10,2,2.9100
3,,,5,160,-12,3,2.8600
4,,,7,190,-14,4,2.8100
5,,,9,270,-19,5,2.7400
6,,,11,350,-24,6,2.6700
7,,,14,500,-44,7,2.6600
8,,,16,580,-49,8,2.5900
9,,,19,730,-69,9,2.5800
10,,,21,760,-71,10,2.5300
11,,,31,960,9,11,1.3300
12,,,41,1160,89,12,0.4500
