Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,2.9300
2,,,5,230,-25,2,2.9200
3,,,8,380,-45,3,2.9100
4,,,10,410,-47,4,2.8600
5,,,13,560,-67,5,2.8500
6,,,23,760,13,6,1.6500
7,,,25,790,11,7,1.6000
8,,,35,990,91,8,0.4000
9,,,37,1020,89,9,0.3900
