Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,2.9300
2,,,12,280,75,2,1.7300
3,,,14,310,73,3,1.6800
4,,,24,510,153,4,1.5400
5,,,27,660,133,5,1.1300
6,,,29,740,128,6,0.9600
7,,,31,770,126,7,0.8700
8,,,33,800,124,8,0.7800
9,,,32,900,114,9,0.6000
10,,,31,1000,104,10,0.4200
11,,,33,1030,102,11,0.3900
12,,,35,1060,100,12,0.3600
