Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,3.4600
2,,,4,60,-4,2,3.4200
3,,,6,140,-9,3,3.3750
4,,,16,340,71,4,1.7750
5,,,18,420,66,5,1.7300
6,,,28,620,146,6,1.5100
7,,,30,700,141,7,1.3150
8,,,32,780,136,8,1.1200
9,,,34,860,131,9,0.9250
10,,,35,910,126,10,0.7800
11,,,37,940,124,11,0.6800
12,,,39,970,122,12,0.5800
13,,,40,1020,117,13,0.4750
14,,,42,1050,115,14,0.4350
15,,,44,1130,110,15,0.4000
