Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.9000
2,,,12,280,75,2,1.8550
3,,,14,360,70,3,1.8100
4,,,16,390,68,4,1.7700
5,,,18,470,63,5,1.7250
6,,,20,550,58,6,1.6800
7,,,22,630,53,7,1.6350
8,,,24,660,51,8,1.5950
9,,,34,860,131,9,0.9250
10,,,36,890,129,10,0.8250
11,,,39,1040,109,11,0.3950
12,,,41,1120,104,12,0.3600
13,,,43,1150,102,13,0.3200
14,,,45,1180,100,14,0.2800
