Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,2.9300
2,,,5,230,-25,2,2.9200
3,,,8,380,-45,3,2.9100
4,,,10,460,-50,4,2.8400
5,,,13,610,-70,5,2.8300
6,,,16,760,-90,6,2.8200
7,,,18,790,-92,7,2.7700
8,,,20,820,-94,8,2.7200
9,,,23,970,-114,9,2.7100
10,,,33,1170,-34,10,1.8500
11,,,43,1370,46,11,1.0500
12,,,53,1570,126,12,0.8900
13,,,52,1670,116,13,0.8700
14,,,51,1770,106,14,0.8500
