Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,3,150,-20,1,2.9900
2,,,13,350,60,2,1.7900
3,,,15,380,58,3,1.7400
4,,,17,410,56,4,1.6900
5,,,18,460,51,5,1.6700
6,,,28,660,131,6,1.0900
7,,,27,760,121,7,0.9100
8,,,30,910,101,8,0.5000
9,,,32,940,99,9,0.4300
10,,,34,970,97,10,0.3800
11,,,36,1000,95,11,0.3300
