Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,3.4550
2,,,12,280,75,2,1.8550
3,,,14,310,73,3,1.8150
4,,,16,340,71,4,1.7750
5,,,18,370,69,5,1.7350
6,,,20,450,64,6,1.6900
7,,,30,650,144,7,1.4100
8,,,31,700,139,8,1.2650
9,,,34,850,119,9,0.7550
10,,,36,930,114,10,0.5600
11,,,38,960,112,11,0.4600
12,,,40,1040,107,12,0.3450
13,,,41,1090,102,13,0.3000
14,,,43,1120,100,14,0.2600
