Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,3,150,-20,1,2.9900
2,,,13,350,60,2,1.7900
3,,,15,430,55,3,1.7200
4,,,17,460,53,4,1.6700
5,,,27,660,133,5,1.1300
6,,,29,690,131,6,1.0400
7,,,30,740,126,7,0.9200
8,,,32,770,124,8,0.8300
9,,,33,820,119,9,0.7100
10,,,35,850,117,10,0.6200
11,,,34,950,107,11,0.4400
12,,,36,980,105,12,0.3500
13,,,38,1010,103,13,0.2800
14,,,40,1040,101,14,0.2500
15,,,42,1070,99,15,0.2400
