Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,3,150,-20,1,2.9900
2,,,4,200,-25,2,2.9700
3,,,5,250,-30,3,2.9500
4,,,7,280,-32,4,2.9000
5,,,9,360,-37,5,2.8300
6,,,11,390,-39,6,2.7800
7,,,13,470,-44,7,2.7100
8,,,15,500,-46,8,2.6600
9,,,16,550,-51,9,2.6400
10,,,26,750,29,10,1.4400
11,,,28,830,24,11,1.3700
12,,,31,980,4,12,1.3600
13,,,41,1180,84,13,0.5200
