Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.9000
2,,,12,280,75,2,1.8550
3,,,14,310,73,3,1.8150
4,,,24,510,153,4,1.8050
5,,,26,540,151,5,1.7050
6,,,28,570,149,6,1.6050
7,,,29,620,144,7,1.4600
8,,,31,700,139,8,1.2650
9,,,32,750,134,9,1.1200
10,,,34,830,129,10,0.9250
11,,,36,860,127,11,0.8250
12,,,35,960,117,12,0.5950
13,,,36,1010,112,13,0.4700
14,,,38,1090,107,14,0.4350
15,,,39,1140,102,15,0.3900
16,,,41,1170,100,16,0.3500
