Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,2.9500
2,,,4,110,-7,2,2.8800
3,,,7,260,-27,3,2.8700
4,,,9,290,-29,4,2.8200
5,,,11,370,-34,5,2.7500
6,,,12,420,-39,6,2.7300
7,,,13,470,-44,7,2.7100
8,,,15,550,-49,8,2.6400
9,,,18,700,-69,9,2.6300
10,,,21,850,-89,10,2.6200
11,,,31,1050,-9,11,1.5200
12,,,41,1250,71,12,0.7200
