Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.8000
2,,,13,350,60,2,1.7900
3,,,14,400,55,3,1.7700
4,,,24,600,135,4,1.2700
5,,,26,630,133,5,1.1800
6,,,29,780,113,6,0.7700
7,,,31,810,111,7,0.6800
8,,,34,960,91,8,0.4500
9,,,36,990,89,9,0.4000
10,,,38,1020,87,10,0.3900
