Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.8000
2,,,12,230,78,2,1.7500
3,,,14,260,76,3,1.7000
4,,,24,460,156,4,1.6200
5,,,23,560,146,5,1.4400
6,,,25,640,141,6,1.2700
7,,,26,690,136,7,1.1500
8,,,28,720,134,8,1.0600
9,,,27,820,124,9,0.8800
10,,,30,970,104,10,0.4700
11,,,32,1000,102,11,0.3800
12,,,34,1030,100,12,0.3500
