Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,1,50,-5,1,2.9800
2,,,3,130,-10,2,2.9100
3,,,4,180,-15,3,2.8900
4,,,6,210,-17,4,2.8400
5,,,16,410,63,5,1.6400
6,,,19,560,43,6,1.6300
7,,,21,640,38,7,1.5600
8,,,22,690,33,8,1.5400
9,,,23,740,28,9,1.5200
10,,,25,820,23,10,1.4500
11,,,35,1020,103,11,0.3500
12,,,37,1050,101,12,0.3200
13,,,39,1080,99,13,0.3100
