Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,3,150,-20,1,2.9900
2,,,5,180,-22,2,2.9400
3,,,7,210,-24,3,2.8900
4,,,17,410,56,4,1.6900
5,,,18,460,51,5,1.6700
6,,,21,610,31,6,1.6600
7,,,23,690,26,7,1.5900
8,,,25,770,21,8,1.5200
9,,,26,820,16,9,1.5000
10,,,28,900,11,10,1.4300
11,,,38,1100,91,11,0.4300
