Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,2.9300
2,,,5,230,-25,2,2.9200
3,,,15,430,55,3,1.7200
4,,,18,580,35,4,1.7100
5,,,21,730,15,5,1.7000
6,,,24,880,-5,6,1.6900
7,,,26,910,-7,7,1.6400
8,,,36,1110,73,8,0.6600
