Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,1,50,-5,1,2.9800
2,,,3,80,-7,2,2.9300
3,,,6,230,-27,3,2.9200
4,,,9,380,-47,4,2.9100
5,,,11,460,-52,5,2.8400
6,,,14,610,-72,6,2.8300
7,,,16,640,-74,7,2.7800
8,,,26,840,6,8,1.5800
9,,,36,1040,86,9,0.4600
