Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,1,50,-5,1,2.9800
2,,,11,250,75,2,1.7800
3,,,21,450,155,3,1.6800
4,,,20,550,145,4,1.5000
5,,,21,600,140,5,1.3800
6,,,24,750,120,6,0.9700
7,,,26,830,115,7,0.8000
8,,,25,930,105,8,0.6200
9,,,27,960,103,9,0.5300
10,,,29,990,101,10,0.4400
11,,,31,1020,99,11,0.4100
