Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.9000
2,,,12,230,78,2,1.8600
3,,,14,310,73,3,1.8150
4,,,16,390,68,4,1.7700
5,,,18,470,63,5,1.7250
6,,,20,550,58,6,1.6800
7,,,22,630,53,7,1.6350
8,,,24,710,48,8,1.5900
9,,,26,740,46,9,1.5500
10,,,28,820,41,10,1.5050
11,,,30,850,39,11,1.4650
12,,,32,930,34,12,1.4200
13,,,34,1010,29,13,1.3950
14,,,44,1210,109,14,0.4650
15,,,46,1290,104,15,0.4300
16,,,48,1370,99,16,0.4250
