Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,3.4900
2,,,12,230,78,2,2.3700
3,,,11,330,68,3,1.9900
4,,,14,480,48,4,1.3000
5,,,16,510,46,5,1.2900
6,,,18,540,44,6,1.2800
7,,,20,570,42,7,1.2700
