Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.8000
2,,,12,280,75,2,1.7300
3,,,13,330,70,3,1.7100
4,,,23,530,150,4,1.5100
5,,,24,580,145,5,1.3900
6,,,23,680,135,6,1.2100
7,,,24,730,130,7,1.0900
8,,,25,780,125,8,0.9700
9,,,27,860,120,9,0.8000
10,,,26,960,110,10,0.6200
11,,,28,1040,105,11,0.5300
12,,,30,1070,103,12,0.5000
13,,,32,1100,101,13,0.4700
14,,,34,1130,99,14,0.4600
