Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,3.4600
2,,,4,60,-4,2,3.4200
3,,,14,260,76,3,1.8200
4,,,16,340,71,4,1.7750
5,,,26,540,151,5,1.7050
6,,,27,590,146,6,1.5600
7,,,30,740,126,7,1.0500
8,,,31,790,121,8,0.9050
9,,,32,840,116,9,0.7600
10,,,34,870,114,10,0.6600
11,,,35,920,109,11,0.5150
12,,,38,1070,89,12,0.4750
