Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,3.4550
2,,,4,160,-10,2,3.4100
3,,,6,190,-12,3,3.3700
4,,,16,390,68,4,1.7700
5,,,18,420,66,5,1.7300
6,,,28,620,146,6,1.5100
7,,,27,720,136,7,1.2800
8,,,28,770,131,8,1.1350
9,,,30,800,129,9,1.0350
10,,,33,950,109,10,0.5250
11,,,35,1030,104,11,0.3900
12,,,36,1080,99,12,0.3750
