Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.8000
2,,,13,350,60,2,1.7900
3,,,14,400,55,3,1.7700
4,,,17,550,35,4,1.7600
5,,,20,700,15,5,1.7500
6,,,21,750,10,6,1.7300
7,,,24,900,-10,7,1.7200
8,,,26,930,-12,8,1.6700
9,,,27,980,-17,9,1.6500
10,,,37,1180,63,10,0.8100
