Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,3,150,-20,1,2.9900
2,,,6,300,-40,2,2.9800
3,,,16,500,40,3,1.7800
4,,,18,580,35,4,1.7100
5,,,28,780,115,5,0.8100
6,,,30,810,113,6,0.7200
7,,,31,860,108,7,0.6000
8,,,30,960,98,8,0.4600
9,,,32,990,96,9,0.4100
10,,,34,1020,94,10,0.4000
