Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,3.4550
2,,,12,280,75,2,1.8550
3,,,14,360,70,3,1.8100
4,,,16,390,68,4,1.7700
5,,,18,420,66,5,1.7300
6,,,28,620,146,6,1.5100
7,,,31,770,126,7,1.0000
8,,,30,870,116,8,0.7700
9,,,32,900,114,9,0.6700
10,,,34,930,112,10,0.5700
11,,,37,1080,92,11,0.4600
