Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,80,-5,1,3.4550
2,,,4,160,-10,2,3.4100
3,,,14,360,70,3,1.8100
4,,,24,560,150,4,1.7100
5,,,26,640,145,5,1.5150
6,,,28,670,143,6,1.4150
7,,,27,770,133,7,1.1850
8,,,28,820,128,8,1.0400
9,,,31,970,108,9,0.5300
10,,,30,1070,98,10,0.5000
