Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,2.9500
2,,,12,230,78,2,1.7500
3,,,15,380,58,3,1.7400
4,,,17,460,53,4,1.6700
5,,,19,540,48,5,1.6000
6,,,21,570,46,6,1.5500
7,,,31,770,126,7,0.8700
8,,,33,850,121,8,0.7000
9,,,34,900,116,9,0.5800
10,,,33,1000,106,10,0.4000
11,,,34,1050,101,11,0.3800
12,,,36,1080,99,12,0.3700
