Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,2,30,-2,1,2.9500
2,,,5,180,-22,2,2.9400
3,,,7,260,-27,3,2.8700
4,,,10,410,-47,4,2.8600
5,,,12,490,-52,5,2.7900
6,,,22,690,28,6,1.5900
7,,,25,840,8,7,1.5800
8,,,35,1040,88,8,0.4600
