Step,Zone,Building,Total_Co2,Total_Cost,Total_Energy,Count,Weighted_Error
1,,,10,200,80,1,1.8000
2,,,12,280,75,2,1.7300
3,,,14,360,70,3,1.6600
4,,,17,510,50,4,1.6500
5,,,19,590,45,5,1.5800
6,,,21,670,40,6,1.5100
7,,,22,720,35,7,1.4900
8,,,24,800,30,8,1.4200
9,,,27,950,10,9,1.4100
10,,,28,1000,5,10,1.3900
11,,,38,1200,85,11,0.5900
